Chinese,Pinyin,English,Book,Lesson,Section
曾經,céngjīng,"(Adv) been the case before, once",3,9,2
占,zhàn,"(Vst) to constitute, to account for",3,9,2
成本,chéngběn,(N) costs,3,9,2
價格,jiàgé,(N) price,3,9,2
競爭,jìngzhēng,(Vi) to compete against,3,9,2
好運,hǎoyùn,(N) good luck,3,9,2
內餡,nèixiàn,(N) filling (of pastries etc.),3,9,2
當做,dāngzuò,"(V) to treat as, to serve as",3,9,2
喜餅,xǐbǐng,(N) wedding-announcement pastries,3,9,2
喜愛,xǐ'ài,(Vst) fond of,3,9,2
茶點,chádiǎn,"(N) snacks, dessert (served with tea)",3,9,2
商機,shāngjī,(N) business opportunity,3,9,2
代表,dàibiǎo,(V) to represent,3,9,2
政府,zhèngfǔ,(N) government,3,9,2
舉辦,jǔbàn,"(V) to organize, hold",3,9,2
產值,chǎnzhí,"(N) production value, output",3,9,2
提高,tígāo,"(V) to increase, to elevate",3,9,2
知名,zhīmíng,"(Vs) well known, renowned",3,9,2
出現,chūxiàn,(Vp) to appear,3,9,2
科技,kējì,(N) technology,3,9,2
叔叔,shúshu,(N) uncle (father's younger brother),3,9,2
口味,kǒuwèi,(N) flavor,3,9,2
結果,jiéguǒ,(Adv) as a result,3,9,2
購買,gòumǎi,(V) to purchase,3,9,2
改善,gǎishàn,(V) to improve,3,9,2
並且,bìngqiě,(Conj) moreover,3,9,2
行銷,xíngxiāo,(V) to market,3,9,2
團購,tuángòu,(V) to group buy (for cheaper prices),3,9,2
店面,diànmiàn,(N) storefront,3,9,2
全,quán,(Det) entire,3,9,2
閩南語,Mǐnnányǔ,"Southern Min dialect, i.e., Taiwanese",3,9,2
旺來,wànglái,"Southern Min sound for pineapple, lit. “abundance comes""",3,9,2
東京,Dōngjīng,Tokyo,3,9,2
鳳梨酥,fènglí sū,pineapple shortcake,3,9,2
第二位,dì èr wèi,second (place),3,9,2
鳳梨農,fènglí nóng,pineapple farmer,3,9,2
住院,zhùyuàn,"(V-sep) to stay in a hospital, be hospitalized",3,10,1
臉,liǎn,(N) face,3,10,1
受傷,shòushāng,(Vp-sep) to be injured,3,10,1
撞,zhuàng,"(V) to hit, collide",3,10,1
遵守,zūnshǒu,"(V) to obey, follow, comply with",3,10,1
規則,guīzé,"(N) rules, regulations",3,10,1
報警,bàojǐng,(V-sep) to report to (or call) the police,3,10,1
急診室,jízhěnshì,(N) emergency room,3,10,1
傷,shāng,(N) injury,3,10,1
骨折,gǔzhé,"(Vp) to fracture, break a bone",3,10,1
片子,piànzi,(N) (X-ray) film,3,10,1
開刀,kāidāo,(V-sep) to have surgery,3,10,1
病人,bìngrén,(N) patient,3,10,1
情況,qíngkuàng,(N) situation,3,10,1
緊急,jǐnjí,(Vs) urgent,3,10,1
病床,bìngchuáng,(N) hospital bed,3,10,1
要命,yàomìng,"(Vs) murderous, horrible",3,10,1
打針,dǎzhēn,"(V-sep) to inject, give a shot",3,10,1
止痛,zhǐtòng,(Vi) to kill pain (lit. stop pain),3,10,1
手術,shǒushù,"(N) operation, surgery",3,10,1
警察,jǐngchá,(N) police,3,10,1
危險,wéixiǎn,(N) danger,3,10,1
至於,zhìyú,"(Ptc) as to, regarding",3,10,1
部位,bùwèi,"(N) (body) part, location",3,10,1
恢復,huīfù,(Vp) to recover,3,10,1
傷口,shāngkǒu,(N) wound,3,10,1
哎呀,āiya,"(Ptc) interjection for realization of something important, oh no, yikes",3,10,1
出車禍,chū chēhuò,to have an automobile accident,3,10,1
趕時間,gǎn shíjiān,to be in a hurry,3,10,1
撞倒,zhuàng dǎo,"to knock down, knock over",3,10,1
救護車,jiùhù chē,ambulance,3,10,1
動手術,dòng shǒushù,to have/undergo a surgery,3,10,1
醫美,yīměi,(N) cosmetic surgery,3,10,2
合理,hélǐ,(Vs) reasonable,3,10,2
休假,xiūjià,(V-sep) to take time off,3,10,2
迷人,mírén,"(Vs) charming, attractive",3,10,2
職場,zhíchǎng,(N) workplace,3,10,2
競爭力,jìngzhēng lì,(N) competitive edge,3,10,2
調查,diàochá,"(N) survey, investigation",3,10,2
整型,zhěngxíng,(V-sep) plastic surgery,3,10,2
增加,zēngjiā,(V) to increase,3,10,2
自信,zìxìn,(N) self-confidence,3,10,2
外表,wàibiǎo,"(N) appearance, exterior",3,10,2
普通,pǔtōng,"(Vs) common, ordinary",3,10,2
從事,cóngshì,"(V) to be engaged in, work in (a field of work)",3,10,2
醫治,yīzhì,"(V) to heal, cure",3,10,2
一向,yíxiàng,(Adv) have always,3,10,2
一般,yìbān,"(Vs-attr) general, most",3,10,2
主要,zhǔyào,"(Vs-attr) primary, main",3,10,2
待遇,dàiyù,(N) pay,3,10,2
公立,gōnglì,(Vs-attr) public; governmentrun,3,10,2
外科,wàikē,(N) department of surgery,3,10,2
超過,chāoguò,(Vpt) to exceed,3,10,2
倍,bèi,"(M) times, -fold",3,10,2
另,lìng,"(Det) another, additional",3,10,2
價值觀,jiàzhíguān,(N) values,3,10,2
尊敬,zūnjìng,"(Vst) to respect, respectful of",3,10,2
告,gào,"(V) to sue, bring suit against",3,10,2
平均,píngjūn,(Adv) average,3,10,2
醫療,yīliáo,"(N) medical treatment, health care",3,10,2
怪,guài,(V) to blame,3,10,2
愛林,àilín,female person's name,3,10,2
微整型,wéi zhěngxíng,"· micro-cosmetic surgery, plastic surgery, face contouring",3,10,2
數一數二,shùyī shù'èr,"one of the top or best in..., leading",3,10,2
人際關係,rénjì guānxì,interpersonal relations,3,10,2
動不動就,dòng bú dòng jiù,to do something impetuously,3,10,2
找回,zhǎo huí,"to rediscover, to retrieve",3,10,2
建,jiàn,(V) to build (Classical Chinese),3,11,1
重建,chóngjiàn,(V) to rebuild,3,11,1
到底,dàodǐ,"(Adv) in the end, after all",3,11,1
世紀,shìjì,(N) century,3,11,1
貿易,màoyì,(N) trade,3,11,1
商業,shāngyè,"(N) commerce, business",3,11,1
利益,lìyì,"(N) gains, benefit",3,11,1
派,pài,"(V) to send, dispatch",3,11,1
軍隊,jūnduì,"(N) army, military",3,11,1
燒,shāo,(V) to burn,3,11,1
城牆,chéngqiáng,"(N) city walls, defensive walls",3,11,1
頭髮,tóufǎ,(N) hair,3,11,1
甚至,shènzhì,"(Adv) even, even to the point of",3,11,1
打仗,dǎzhàng,(V-sep) to engage in warfare,3,11,1
少數,shǎoshù,"(N) minority, a few",3,11,1
開墾,kāikěn,(V) to open up land for farming,3,11,1
將軍,jiāngjūn,(N) general,3,11,1
軍人,jūnrén,(N) military service member,3,11,1
平原,píngyuán,"(N) flatland, plains",3,11,1
人口,rénkǒu,(N) population,3,11,1
血統,xiětǒng,"(N) blood, bloodline",3,11,1
嘍,lou,(Ptc) a sentence-final particle meaning 'in that case',3,11,1
孫子,sūnzi,(N) grandson,3,11,1
領土,lǐngtǔ,(N) territory (of a nation),3,11,1
男性,nánxìng,(N) male,3,11,1
禁止,jìnzhǐ,(V) to forbid,3,11,1
娶,qǔ,(V) to take a woman in marriage,3,11,1
相信,xiāngxìn,(Vst) to believe,3,11,1
精彩,jīngcǎi,"(Vs) splendid, brilliant as (of a performance)",3,11,1
紅毛城,Hóngmáo chéng,"Fort Santo Domingo, lit. red-hair city",3,11,1
東方,Dōngfāng,"the East, the Orient",3,11,1
淡水,Dànshuǐ,Tamsui,3,11,1
漢人,Hàn rén,Han-ethnic Chinese,3,11,1
鄭成功,Zhèng Chénggōng,"· Koxinga, 國姓爺 , 1624-1662, who ruled Taiwan against the Manchu sovereignty",3,11,1
明朝,Míng cháo,"Ming Dynasty, 13681644",3,11,1
中南美洲,Zhōngnán Měizhōu,Central and South America,3,11,1
清朝,Qīng cháo,"Qing Dynasty, 16441911",3,11,1
大清帝國,Dàqīngdìguó,the Qing Empire,3,11,1
輪到,lúndào,"one's turn, it's up to",3,11,1
十七世紀初,shíqī shìjì chū,early 17th century,3,11,1
打敗,dǎ bài,to defeat,3,11,1
十七世紀末,shíqī shìjì mò,late 17th century,3,11,1
餐桌,cānzhuō,(N) dining table,3,11,2
中式,Zhōngshì,(N) Chinese-style,3,11,2
套,tào,"(M) set of (books, clothes, equipment etc)",3,11,2
燒餅,shāobǐng,"(N) clay oven sesame seed biscuits, like Indian ‘nan'",3,11,2
油條,yóutiáo,(N) deep-fried dough sticks,3,11,2
飯糰,fàntuán,(N) rice rolls with various fillings,3,11,2
豆漿,dòujiāng,(N) soy milk,3,11,2
內戰,nèizhàn,(N) civil war,3,11,2
人民,rénmín,(N) the people,3,11,2
攤子,tānzi,"(N) roadside stand, vendor's stall",3,11,2
菜單,càidān,(N) menu,3,11,2
蘿蔔,luóbo,(N) daikon radish,3,11,2
接著,jiēzhe,"(Adv) to continue, to pick up where something left off",3,11,2
戰爭,zhànzhēng,(N) war,3,11,2
不斷,búduàn,"(Vs) continual, incessant",3,11,2
遷移,qiānyí,(Vi) to migrate,3,11,2
多半,duōbàn,"(Adv) mostly, in the majority of cases",3,11,2
困難,kùnnán,(Vs) difficult,3,11,2
節儉,jiéjiǎn,(Vs) frugal,3,11,2
主婦,zhǔfù,(N) housewife,3,11,2
煎,jiān,(V) to pan fry,3,11,2
菜色,càisè,(N) variety of dishes,3,11,2
以及,yǐjí,"(Conj) and, as well as",3,11,2
美味,měiwèi,(Vs) delicious,3,11,2
點心,diǎnxīn,(N) desserts,3,11,2
日式,Rìshì,(N) Japanese-style,3,11,2
飲食,yǐnshí,"(N) food, diet",3,11,2
深,shēn,(Vs) deep,3,11,2
蔣介石,Jiǎng Jièshí,"Chiang Kai-Shek, 18871975",3,11,2
國共內戰,Guó Gòngnèizhàn,,3,11,2
客家人,Kèjiā rén,"the Hakka people, a branch of Han",3,11,2
閩南人,Mǐnnán rén,"the Southern Min people, also called Hokkien",3,11,2
蛋餅,dàn bǐng,an egg wrap,3,11,2
打輸,dǎ shū,to be defeated,3,11,2
擺攤子,bǎi tānzi,to set up a vendor's stall,3,11,2
蘿蔔糕,luóbo gāo,daikon cakes,3,11,2
烹飪課,pēngrèn kè,cooking class,3,11,2
曬乾,shài gān,to sun dry,3,11,2
各種各樣,gèzhǒng gèyàng,various types,3,11,2
殖民統治,zhímín tǒngzhì,to colonise and rule,3,11,2
味噌湯,wèizēng tāng,miso soup (Japanese food),3,11,2
蘿蔔乾,luóbo gān,dried daikon,3,11,2
進一步,jìn yī bù,further,3,11,2
投票,tóupiào,(V-sep) to vote,3,12,1
抱歉,bàoqiàn,"(Vs) sorry, apologetic",3,12,1
表妹,biǎomèi,(N) younger female cousin,3,12,1
反核,fǎn hé,(Vs-attr) anti-nuclear,3,12,1
遊行,yóuxíng,"(N) demonstration, rally",3,12,1
政治,zhèngzhì,(N) politics,3,12,1
熱衷,rèzhōng,"(Vst) enthusiastic about, passionate about",3,12,1
前途,qiántú,"(N) future, prospects",3,12,1
勸,quàn,"(V) to persuade, to urge",3,12,1
而已,éryǐ,"(Ptc) only, merely",3,12,1
民主,mínzhǔ,(Vs) democratic,3,12,1
表達,biǎodá,(V) to express,3,12,1
